date,open,high,low,close,volume,change_pct
2025-07-14,2.165,2.45,2.12,2.31,35769807,0.0
2025-07-15,2.325,2.35,2.2,2.29,14686623,-0.8658008658008698
2025-07-16,2.225,2.44,2.19,2.4,21250955,4.8034934497816595
2025-07-17,2.48,2.6399,2.28,2.4,26646732,0.0
2025-07-18,2.43,2.48,2.19,2.23,20672459,-7.08333333333333
2025-07-21,2.3,2.7,2.24,2.25,40600551,0.8968609865470878
2025-07-22,2.26,2.27,2.02,2.1,20187601,-6.666666666666665
2025-07-23,2.135,2.2,2.05,2.18,10621683,3.809523809523818
2025-07-24,2.19,2.33,2.13,2.14,11637066,-1.834862385321101
2025-07-25,2.12,2.14,2.06,2.13,8347820,-0.4672897196261738
2025-07-28,2.15,2.2,1.98,2.0,11429695,-6.103286384976525
2025-07-29,2.01,2.01,1.78,1.82,18967484,-8.999999999999996
2025-07-30,1.865,2.14,1.85,2.07,27107669,13.736263736263732
2025-07-31,2.17,2.22,2.03,2.12,22804572,2.4154589371980784
2025-08-01,2.05,2.27,2.01,2.2,23356185,3.7735849056603765
2025-08-04,2.275,2.67,2.25,2.67,41381179,21.36363636363634
2025-08-05,2.75,3.09,2.66,3.07,56284020,14.981273408239693
2025-08-06,2.98,3.37,2.92,3.33,36704639,8.469055374592838
2025-08-07,3.4,3.5,3.085,3.25,34876200,-2.4024024024024038
2025-08-08,3.41,3.95,3.395,3.55,41406260,9.23076923076922
2025-08-11,3.61,3.76,3.31,3.43,26386930,-3.3802816901408406
2025-08-12,3.94,4.39,3.86,4.29,72955324,25.072886297376094
2025-08-13,3.48,3.79,3.44,3.52,94894896,-17.948717948717952
2025-08-14,3.5,3.93,3.43,3.93,53138387,11.64772727272727
2025-08-15,3.83,4.23,3.745,3.86,48996016,-1.7811704834605702
2025-08-18,3.92,4.09,3.725,4.01,33261942,3.886010362694292
2025-08-19,4.14,4.33,3.56,3.59,49180079,-10.473815461346636
2025-08-20,3.6,3.66,3.2,3.61,43915379,0.557103064066844
2025-08-21,3.64,3.89,3.51,3.8,29854523,5.263157894736836
2025-08-22,3.8,4.51,3.8,4.49,65687059,18.157894736842106
2025-08-25,4.68,4.98,4.53,4.85,46896658,8.01781737193763
2025-08-26,4.72,5.2666,4.71,4.97,45928228,2.4742268041237248
2025-08-27,5.02,5.505,5.01,5.07,47846437,2.012072434607659
2025-08-28,5.25,6.01,5.2,5.7,60658921,12.426035502958577
2025-08-29,6.0,6.188,5.54,5.86,55680238,2.807017543859658
2025-09-02,5.475,5.95,5.33,5.46,38115436,-6.825938566552903
2025-09-03,5.62,5.678,5.01,5.03,32311358,-7.87545787545787
2025-09-04,5.035,5.39,4.9,5.33,32980793,5.96421471172961
2025-09-05,5.45,5.68,5.03,5.63,34703477,5.628517823639778
2025-09-08,5.63,6.5,5.6,6.06,54462556,7.637655417406752
2025-09-09,5.31,5.59,5.21,5.45,91792969,-10.06600660066006
2025-09-10,5.61,6.0,5.385,5.56,55210835,2.0183486238531945
2025-09-11,5.68,6.44,5.41,6.42,62323027,15.467625899280591
2025-09-12,6.45,6.72,6.2,6.56,47214276,2.180685358255441
2025-09-15,6.71,6.8599,6.25,6.38,37226274,-2.7439024390243816
2025-09-16,6.32,6.35,5.92,6.09,36544684,-4.545454545454541
2025-09-17,6.06,6.25,5.75,6.1,42246153,0.16420361247946325
2025-09-18,6.28,6.64,6.01,6.6,36806714,8.196721311475418
2025-09-19,6.55,6.84,6.42,6.72,45026780,1.81818181818183
2025-09-22,6.82,7.36,6.58,7.26,48685347,8.03571428571428
2025-09-23,7.515,8.1199,7.23,7.88,59734600,8.539944903581276
2025-09-24,7.99,8.07,7.25,7.35,45667950,-6.725888324873097
2025-09-25,7.005,7.84,6.79,7.75,62131039,5.442176870748305
2025-09-26,7.695,7.89,7.36,7.66,36510743,-1.1612903225806437
2025-09-29,7.96,8.71,7.8,7.87,68637307,2.741514360313313
2025-09-30,7.93,8.17,7.57,7.72,41885994,-1.9059720457433316
2025-10-01,7.75,7.95,7.18,7.31,40181926,-5.310880829015541
2025-10-02,7.8,9.34,7.66,9.21,103739075,25.99179206566349
2025-10-03,9.51,10.28,9.1901,9.91,72853961,7.600434310532012
2025-10-06,10.56,11.63,10.27,10.66,82293055,7.568113017154388
2025-10-07,11.0,11.545,10.45,11.09,56849501,4.03377110694183
2025-10-08,11.265,11.6999,10.7132,11.26,45083096,1.5329125338142457
2025-10-09,11.14,11.39,10.375,10.49,43374850,-6.838365896980458
2025-10-10,10.48,10.51,9.1901,9.22,61337540,-12.106768350810293
2025-10-13,10.03,11.215,9.6832,10.81,51913369,17.24511930585684
2025-10-14,10.38,10.56,9.88,10.41,36075185,-3.700277520814066
2025-10-15,10.825,10.87,9.16,9.51,49685753,-8.645533141210382
2025-10-16,9.63,9.63,7.92,8.2,70659372,-13.774973711882232
2025-10-17,7.95,8.16,7.555,7.61,43053544,-7.195121951219496
2025-10-20,8.06,8.19,7.33,7.77,37823991,2.1024967148488782
2025-10-21,7.68,7.91,7.1245,7.19,30813679,-7.464607464607454
2025-10-22,6.85,7.26,6.465,6.74,53445979,-6.258692628650908
2025-10-23,6.85,7.3,6.65,7.06,36302869,4.7477744807121525
2025-10-24,7.67,8.17,7.405,7.46,51306769,5.665722379603411
2025-10-27,8.185,8.315,7.52,7.53,48346942,0.9383378016085908
2025-10-28,7.52,7.64,6.66,6.79,44421394,-9.827357237715805
2025-10-29,6.895,6.95,6.52,6.75,36219297,-0.589101620029453
2025-10-30,6.49,6.615,6.205,6.29,125439563,-6.814814814814818
2025-10-31,6.25,6.5,6.12,6.44,103849069,2.384737678855342
2025-11-03,6.575,6.69,5.78,6.15,118255475,-4.503105590062118
2025-11-04,5.78,6.57,5.77,5.96,94632814,-3.0894308943089532
2025-11-05,5.98,6.25,5.83,6.0,59402786,0.6711409395973256
2025-11-06,5.92,5.93,5.215,5.25,80158723,-12.5
2025-11-07,5.04,5.895,4.95,5.81,106713317,10.666666666666668
2025-11-10,6.37,6.39,5.77,5.88,135019928,1.2048192771084487
2025-11-11,5.85,6.095,5.6,5.8,78878962,-1.3605442176870763
2025-11-12,5.985,6.165,5.48,5.51,78891632,-5.000000000000004
2025-11-13,6.32,7.34,6.31,6.56,220831446,19.056261343012704
2025-11-14,6.165,7.86,6.1,7.18,184450259,9.45121951219512
2025-11-17,7.51,7.515,5.98,6.255,154730862,-12.883008356545956
2025-11-18,6.155,7.92,6.15,7.84,179881981,25.33972821742605
2025-11-19,7.465,8.035,7.26,7.5,127637377,-4.336734693877553
2025-11-20,7.92,7.97,6.25,6.27,118430888,-16.400000000000002
2025-11-21,6.56,6.85,5.93,6.735,130829160,7.416267942583743
2025-11-24,6.785,8.8,6.67,8.72,177068113,29.47290274684484
2025-11-25,8.48,8.88,8.07,8.44,119782376,-3.2110091743119407
2025-11-26,8.61,8.68,7.685,8.24,114905202,-2.369668246445489
2025-11-28,8.28,8.4694,7.8,7.9,32708977,-4.126213592233007
2025-12-01,7.88,8.07,7.47,7.58,50596615,-4.0506329113924044
2025-12-02,7.68,8.55,7.32,8.07,90636921,6.464379947229548
2025-12-03,8.39,9.105,7.46,8.92,140917630,10.532837670384133
2025-12-04,8.635,9.34,8.52,9.19,106884718,3.0269058295964157
2025-12-05,8.93,9.3,8.58,9.07,82497060,-1.3057671381936808
2025-12-08,9.295,9.75,8.97,9.02,86527574,-0.5512679162072875
2025-12-09,8.92,9.86,8.61,9.23,83620448,2.32815964523283
2025-12-10,9.11,9.115,8.305,8.325,86853711,-9.804983748645736
2025-12-11,8.49,9.08,8.12,9.02,66219095,8.348348348348345
2025-12-12,8.98,9.575,8.41,8.75,89059108,-2.9933481152993324
2025-12-15,8.68,8.74,7.56,7.69,100385771,-12.11428571428571
2025-12-16,7.62,8.195,7.59,8.09,51608557,5.201560468140443
2025-12-17,8.14,8.56,7.28,7.37,59633108,-8.899876390605687
2025-12-18,7.79,8.3393,7.74,7.8,67598896,5.834464043419274
2025-12-19,7.99,9.24,7.86,9.22,125776599,18.205128205128208
2025-12-22,9.3,9.66,9.155,9.27,69110014,0.5422993492407713
2025-12-23,9.03,9.84,8.67,8.96,66186443,-3.3441208198489614
2025-12-24,8.98,9.2,8.85,9.13,26111953,1.897321428571419
2025-12-26,9.137,9.17,8.43,8.48,49157065,-7.119386637458936
2025-12-29,8.3,8.67,8.21,8.46,29711958,-0.2358490566037652
2025-12-30,8.46,9.3,8.33,8.99,56951549,6.264775413711576
2025-12-31,9.28,10.53,9.17,9.76,156334088,8.565072302558384
2026-01-02,10.135,11.06,9.91,11.02,136003405,12.909836065573765
2026-01-05,11.3,12.54,10.99,12.53,142435588,13.702359346642456
2026-01-06,12.1,12.93,11.96,12.84,92109780,2.474062250598563
2026-01-07,12.7,13.02,12.11,12.18,70855309,-5.140186915887856
2026-01-08,13.205,15.07,13.15,14.01,137379503,15.02463054187193
